Rank,Name,developper,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,samename,Like_Percent,metaNoteQ,serieB
6938,God Eater 2,Shift,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,God Eater 2: Rage Burst,69,35,7.3,112,1,0.87,3,1
6939,Tony Hawk's Downhill Jam,SuperVillain Studios,Wii,0,Sports,Activision,0.21,0.0,0.0,0.02,0.24,Tony Hawk's Downhill Jam,59,29,7.4,16,1,0.93,3,1
6941,Rampage,Vblank Entertainment Inc.,2600,1988,Action,Activision,0.22,0.01,0.0,0.0,0.24,Retro City Rampage DX,91,5,7.9,52,1,0.0,4,0
6943,Jewels of the Tropical Lost Island,City Interactive,DS,2010,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.24,Jewels of the Tropical Lost Island,3,1,0.0,0,1,0.0,1,0
6944,Afro Samurai,Namco Bandai Games,X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24,Afro Samurai,65,52,6.3,37,1,0.0,3,0
6945,The Bureau: XCOM Declassified,2K Marin,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24,The Bureau: XCOM Declassified,66,45,6.5,679,1,0.89,3,1
6946,Sands of Destruction,Imageepoch,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.24,Sands of Destruction,63,20,7.9,19,1,0.9,3,0
6947,NASCAR 2011: The Game,Eutechnyx,Wii,2011,Racing,Activision,0.22,0.0,0.0,0.01,0.24,NASCAR 2011: The Game,62,16,4.6,16,1,0.91,3,1
6948,Silent Hill: Book of Memories,WayForward,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.24,Silent Hill: Book of Memories,58,57,5.0,122,1,0.58,3,1
6949,Lunar Knights,Kojima Productions,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24,Lunar Knights,82,39,7.8,26,1,0.93,4,1
6950,The Walking Dead: Season Two,Telltale Games,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24,The Walking Dead: Season Two - A Telltale Games Series,80,14,8.3,679,1,0.0,4,0
6951,Epic Mickey 2: The Power of Two,Blitz Games Studios,WiiU,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24,Disney Epic Mickey 2: The Power of Two,59,35,6.1,34,1,0.95,3,0
6952,DC Universe Online,WBIE,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24,DC Universe Online,72,27,6.7,262,1,0.93,3,0
6953,NASCAR 08,EA Tiburon,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,NASCAR 08,57,21,4.6,16,1,0.93,3,1
6954,Madagascar: Escape 2 Africa,Toys for Bob,PS3,2008,Action,Activision,0.12,0.08,0.0,0.04,0.23,Madagascar: Escape 2 Africa,58,13,6.6,7,1,0.0,3,0
6955,New Carnival Games,Cat Daddy Games,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.23,New Carnival Games,3,1,4.5,4,1,0.0,1,1
6957,LEGO Marvel's Avengers,TT Games,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0.0,0.02,0.23,LEGO Marvel's Avengers,71,70,7.1,135,1,0.94,3,1
6958,Naruto: Path of the Ninja 2,TOSE,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,Naruto: Path of the Ninja 2,62,18,7.1,8,1,0.97,3,0
6959,Wallace & Gromit in Project Zoo,Frontier Developments,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,Wallace & Gromit in Project Zoo,67,15,3.5,48,1,0.96,3,0
6960,Karaoke Revolution Volume 2,Harmonix Music Systems,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,Karaoke Revolution Volume 2,76,26,7.0,4,1,0.0,4,1
6961,Wizards of Waverly Place: Spellbound,Disney Interactive Studios,DS,2010,Misc,Disney Interactive Studios,0.16,0.06,0.0,0.02,0.23,Wizards of Waverly Place: Spellbound,2,2,0.0,0,1,0.0,1,0
6963,Etrian Mystery Dungeon,Spike Chunsoft,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23,Etrian Mystery Dungeon,77,44,7.9,55,1,0.76,4,1
6966,The Smurfs 2,WayForward,DS,2013,Platform,Ubisoft,0.0,0.21,0.0,0.02,0.23,The Smurfs 2,3,1,5.0,9,1,0.0,1,0
6968,Big Beach Sports 2,Jet Black Games,Wii,0,Sports,THQ,0.09,0.12,0.0,0.03,0.23,Big Beach Sports 2,1,3,0.0,0,1,0.0,1,0
6969,Hot Wheels: Beat That!,Eutechnyx,DS,2007,Racing,Activision,0.22,0.0,0.0,0.02,0.23,Hot Wheels: Beat That!,3,1,7.3,8,1,0.96,1,1
6972,NASCAR Thunder 2004,EA Tiburon,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,NASCAR Thunder 2004,88,15,8.6,85,1,0.98,4,1
6973,Buffy the Vampire Slayer,Double Helix Games,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,Buffy the Vampire Slayer,79,30,7.8,37,1,0.0,4,0
6974,LEGO Marvel's Avengers,TT Games,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.11,0.0,0.05,0.23,LEGO Marvel's Avengers,71,70,7.1,135,1,0.94,3,1
6975,Star Wars: The Force Unleashed II,LucasArts,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.23,Star Wars: The Force Unleashed II,63,41,6.7,152,1,0.94,3,0
6976,Harry Potter and the Goblet of Fire,Electronic Arts,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,Harry Potter and the Goblet of Fire,66,16,3.9,88,1,0.0,3,0
6978,Saint Seiya: Sanctuary Battle,Dimps Corporation,PS3,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.03,0.23,Saint Seiya: Sanctuary Battle,62,14,7.8,43,1,0.97,3,0
6980,Meteos,Q Entertainment,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,Meteos,88,49,7.4,175,1,0.0,4,0
6981,Virtua Tennis 4,Sega,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23,Virtua Tennis 4,69,49,6.6,32,1,0.93,3,1
6982,Kung Fu Panda 2,THQ,DS,2011,Action,THQ,0.16,0.05,0.0,0.02,0.23,DreamWorks Kung Fu Panda 2,31,7,3.9,15,1,0.0,2,0
6983,Cross Edge,Compile Heart,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,Cross Edge,52,32,6.4,68,1,0.85,3,0
6984,Hotel for Dogs,505 Games,DS,2008,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23,Hotel for Dogs,1,3,0.0,0,1,0.0,1,0
6985,Cabela's Big Game Hunter 2012,Activision,PS3,2011,Sports,Activision,0.17,0.03,0.0,0.03,0.23,Cabela's Big Game Hunter 2012,1,3,0.0,0,1,0.88,1,1
6987,Me & My Katamari,Namco,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.23,Me & My Katamari,75,49,8.6,30,1,0.89,3,0
6988,Asphalt: Injection,Ubisoft,PSV,2011,Action,Ubisoft,0.14,0.06,0.0,0.04,0.23,Asphalt: Injection,49,33,5.0,31,1,0.0,2,1
6989,Total War: Attila,Creative Assembly,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,Total War: Attila,80,66,7.4,634,1,0.93,4,1
6990,SSX On Tour,EA Canada,PSP,2005,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,SSX On Tour,80,41,0.0,0,1,0.93,4,1
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Eurocom,X360,2010,Sports,Sega,0.08,0.13,0.0,0.03,0.23,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,56,39,5.8,9,1,0.9,3,0
6992,World Series Baseball,Blueshift,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23,World Series Baseball,85,20,7.3,6,1,0.0,4,0
6993,SingStar Pop Edition,SCEE London Studio,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.19,0.0,0.05,0.23,SingStar Pop,73,13,7.4,10,1,0.88,3,1
6994,Test Drive: Eve of Destruction,Monster Games Inc.,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,Test Drive: Eve of Destruction,73,34,8.8,30,1,0.98,3,1
6995,Starsky & Hutch,Minds-Eye Productions,XB,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,Starsky & Hutch,60,15,7.3,10,1,0.0,3,0
6996,Dynasty Warriors: Gundam Reborn,Omega Force,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,Dynasty Warriors: Gundam Reborn,64,35,7.7,29,1,0.91,3,1
6997,Hatsune Miku: Project Diva f,Sega,PSV,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23,Hatsune Miku: Project Diva f,81,10,8.1,95,1,0.96,4,1
6998,The Club,Bizarre Creations,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,The Club,72,42,6.5,19,1,0.0,3,0
6999,Carnival Island,Magic Pixel Games,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,Carnival Island,66,25,5.2,5,1,0.0,3,0
7000,Jeremy McGrath Supercross World,Acclaim,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,Jeremy McGrath Supercross World,36,14,6.0,6,1,0.0,2,1
7001,M&M's Kart Racing,FrontLine Studios,Wii,2007,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23,M&M's Kart Racing,2,2,4.6,24,1,0.48,1,0
7003,The Scorpion King: Rise of the Akkadian,VU Games,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,The Scorpion King: Rise of the Akkadian,47,12,7.3,7,1,0.89,2,0
7005,Looney Tunes: Acme Arsenal,Red Tribe,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,Looney Tunes: Acme Arsenal,38,10,5.2,12,1,0.95,2,0
7008,Pinball Hall of Fame: The Gottlieb Collection,Farsight Studios,PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23,Pinball Hall of Fame: The Gottlieb Collection,63,15,6.7,7,1,0.0,3,0
7009,Sword Art Online: Lost Song,Artdink,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23,Sword Art Online: Lost Song,63,32,6.2,87,1,0.94,3,1
7010,Star Wars Jedi Knight II: Jedi Outcast,Raven Software,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,Star Wars Jedi Knight II: Jedi Outcast,89,35,8.7,471,1,0.92,4,1
7011,Tom Clancy's Splinter Cell,Ubisoft Montreal,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,Tom Clancy's Splinter Cell,91,20,8.5,434,1,0.0,4,0
7012,Pitfall: The Big Adventure,Edge of Reality,Wii,2008,Adventure,Activision,0.2,0.02,0.0,0.02,0.23,Pitfall: The Big Adventure,3,1,6.3,6,1,0.0,1,0
7013,Rock Band Country Track Pack,Harmonix Music Systems,X360,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,Rock Band Country Track Pack,1,3,0.0,0,1,0.0,1,0
7014,Worms: Battle Islands,Team17,Wii,2010,Strategy,THQ,0.11,0.1,0.0,0.02,0.23,Worms: Battle Islands,72,13,7.7,9,1,0.87,3,1
7015,ESPN NHL Hockey,Kush Games,PS2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23,ESPN NHL Hockey,90,19,7.0,22,1,0.0,4,0
7018,The Incredible Hulk: Ultimate Destruction,Radical Entertainment,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,The Incredible Hulk: Ultimate Destruction,83,41,8.6,51,1,0.94,4,0
7019,Hannah Montana: The Movie,n-Space,PS3,2009,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23,Hannah Montana: The Movie,25,4,4.0,50,1,0.0,1,0
7020,NCAA GameBreaker 2003,989 Sports,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,NCAA GameBreaker 2003,53,19,0.0,0,1,0.0,3,0
7024,Lunar: Silver Star Story,Game Arts,SAT,1996,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,Lunar: Silver Star Story Complete,78,15,8.8,62,1,0.93,4,1
7025,Rocket Power: Beach Bandits,Evolution Games,GC,2002,Platform,THQ,0.18,0.05,0.0,0.01,0.23,Rocket Power: Beach Bandits,53,6,8.0,5,1,0.97,3,0
7026,Shaun White Snowboarding,Ubisoft Montreal,DS,2008,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,Shaun White Snowboarding,63,30,6.3,27,1,0.0,3,0
7027,LEGO The Hobbit,TT Games,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.02,0.23,LEGO The Hobbit,72,47,6.6,110,1,0.93,3,0
7028,Ultimate Band,Disney Interactive Studios,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0.0,0.02,0.23,Ultimate Band,59,17,5.4,5,1,0.88,3,0
7029,NBA 2K6,Visual Concepts,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,NBA 2K6,81,33,8.3,37,1,0.87,4,1
7032,Tom Clancy's Rainbow Six: Rogue Spear,Red Storm Entertainment,PS,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,Tom Clancy's Rainbow Six: Rogue Spear,0,4,8.2,22,1,0.96,1,0
7033,NHL FaceOff 2001,989 Sports,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,NHL FaceOff 2001,57,11,4.0,4,1,0.0,3,1
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Mid Carolina Media,Wii,2007,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.23,Ultimate Duck Hunting,28,5,5.8,5,1,0.0,2,0
7035,Yu-Gi-Oh! GX: Duel Academy,Konami,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,Yu-Gi-Oh! GX: Duel Academy,67,5,8.0,21,1,0.91,3,0
7036,FIFA 14,EA Canada,PSP,2013,Sports,Electronic Arts,0.0,0.16,0.0,0.07,0.23,FIFA 14,87,26,6.3,728,1,0.0,4,1
7038,Colony Wars: Vengeance,Psygnosis,PS,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23,Colony Wars,91,12,8.3,23,1,0.0,4,1
7041,Dynasty Warriors: Strikeforce,Omega Force,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,Dynasty Warriors: Strikeforce,65,28,6.7,13,1,0.86,3,1
7042,Naruto Shippuden: Ultimate Ninja Storm Revolution,CyberConnect2,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23,Naruto Shippuden: Ultimate Ninja Storm Revolution,73,26,7.3,139,1,0.96,3,1
7043,I Love Horses,Destineer,DS,2008,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,I Love Horses,0,4,0.0,0,1,0.0,1,0
7044,Madden NFL 06,EA Sports,GBA,2005,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,Madden NFL 06,88,29,8.0,128,1,0.84,4,1
7046,NASCAR 08,EA Tiburon,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,NASCAR 08,57,21,4.6,16,1,0.93,3,1
7048,Perfect Weapon,Gray Matter,PS,1996,Action,American Softworks,0.13,0.09,0.0,0.02,0.23,Perfect Weapon,0,4,0.0,0,1,0.0,1,0
7049,Luminous Arc 2,Imageepoch,DS,2008,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23,Luminous Arc 2,73,19,7.9,17,1,0.87,3,1
7050,Project CARS,Slightly Mad Studios,XOne,2015,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23,Project CARS,83,48,7.2,492,1,0.0,4,0
7051,Major League Baseball 2K10,Visual Concepts,PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,Major League Baseball 2K10,53,4,0.0,0,1,0.92,3,1
7053,Mafia,Hangar 13,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,Mafia: Definitive Edition,76,41,6.8,980,1,0.0,4,0
7054,Spider-Man: Edge of Time,Beenox,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.23,Spider-Man: Edge of Time,58,43,7.1,54,1,0.94,3,0
7055,Deadly Creatures,Rainbow Studios,Wii,2009,Action,THQ,0.08,0.12,0.0,0.03,0.23,Deadly Creatures,72,45,8.5,40,1,0.95,3,0
7057,Cabela's Outdoor Adventures (2009),FUN Labs,PS3,2009,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,Cabela's Outdoor Adventures (2009),2,2,0.0,0,1,0.0,1,0
7058,Mega Man & Bass,Capcom,GBA,2002,Platform,Capcom,0.16,0.06,0.0,0.0,0.23,Mega Man & Bass,79,18,8.8,64,1,0.92,4,1
7059,NBA Live 15,EA Sports,PS4,2014,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23,NBA Live 15,59,24,5.9,84,1,0.82,3,1
7060,Neopets Puzzle Adventure,Infinite Interactive,Wii,2008,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23,Neopets Puzzle Adventure,70,12,0.0,0,1,0.0,3,0
7061,Risen 2: Dark Waters,Piranha Bytes,PC,2012,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,Risen 2: Dark Waters,69,51,5.7,825,1,0.87,3,1
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Omega Force,PSV,2016,Action,Square Enix,0.0,0.0,0.23,0.0,0.23,Dragon Quest Heroes II,76,68,7.6,79,1,0.86,4,1
7063,Puss in Boots,THQ,X360,2011,Action,THQ,0.2,0.02,0.0,0.02,0.23,DreamWorks Puss in Boots,70,4,7.5,8,1,0.0,3,0
7066,Tony Hawk's Proving Ground,Neversoft Entertainment,DS,2007,Sports,Activision,0.21,0.01,0.0,0.02,0.23,Tony Hawk's Proving Ground,73,36,6.5,22,1,0.94,3,1
7070,World Series of Poker 2008: Battle for the Bracelets,Left Field Productions,PS2,2007,Misc,Activision,0.11,0.09,0.0,0.03,0.23,World Series of Poker 2008: Battle for the Bracelets,75,6,0.0,0,1,0.0,3,0
7071,WWE All Stars,THQ,3DS,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,WWE All Stars,75,51,6.6,42,1,0.93,3,0
7072,Naruto Shippuden: Ninja Council 4,Takara Tomy,DS,2007,Action,Nintendo,0.09,0.0,0.13,0.01,0.23,Naruto Shippuden: Ninja Council 4,49,10,5.6,5,1,0.94,2,1
7073,Genji: Dawn of the Samurai,Game Republic,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,Genji: Dawn of the Samurai,74,49,8.8,29,1,0.96,3,0
7074,Rocket League,Psyonix,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,Rocket League,86,20,7.7,1293,1,0.95,4,0
7075,Wipeout 2,Endemol,3DS,2011,Misc,Activision,0.22,0.0,0.0,0.01,0.23,Wipeout 2,0,4,5.3,4,1,0.85,1,1
7078,Barbie as The Island Princess,Ivolgamus,GBA,2007,Adventure,Activision,0.16,0.06,0.0,0.0,0.23,Barbie as The Island Princess,0,4,0.0,0,1,0.0,1,0
7079,Petz Rescue: Wildlife Vet,Virtual Toys,Wii,2008,Simulation,Ubisoft,0.21,0.0,0.0,0.02,0.23,Petz Rescue: Wildlife Vet,3,1,0.0,0,1,0.0,1,0
7082,Super Swing Golf,Ntreev Soft,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,Super Swing Golf,72,44,7.8,15,1,0.0,3,1
7083,The Italian Job,Pixelogic,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,The Italian Job,59,11,5.6,9,1,0.0,3,0
7085,Barbie and the Three Musketeers,WayForward,Wii,2009,Adventure,Activision,0.21,0.0,0.0,0.02,0.23,Barbie and the Three Musketeers,0,4,0.0,0,1,0.0,1,0
7086,Star Ocean,Tri-Ace,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23,Star Ocean: Integrity and Faithlessness,58,67,6.4,277,1,0.0,3,0
7087,Freedom Fighters,Io Interactive,XB,2003,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,Freedom Fighters,80,16,7.8,124,1,0.96,4,0
7088,Naruto: Ninja Council 2 European Version,Aspect,DS,2005,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,Naruto: Ninja Council 2,55,13,7.9,17,1,0.95,3,1
7089,Soldier of Fortune II: Double Helix,Raven Software,XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,Soldier of Fortune II: Double Helix,80,22,7.2,111,1,0.95,4,1
7091,Disney Princess: Enchanted Journey,Papaya Studio,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23,Disney Princess: Enchanted Journey,0,4,4.3,4,1,0.95,1,0
7092,Final Fantasy XI: Treasures of Aht Urhgan,Square Enix,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,Final Fantasy XI: Treasures of Aht Urhgan,87,4,6.8,19,1,0.0,4,1
7093,Alundra,Matrix Software,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,Alundra,86,9,8.8,88,1,0.94,4,0
7096,Super R-Type,Irem,SNES,1991,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23,Super R-Type,0,4,0.0,0,1,0.97,1,1
7099,Tiger Woods PGA Tour 2003,EA Sports,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,Tiger Woods PGA Tour 2003,88,18,8.4,18,1,0.0,4,1
7100,BlowOut,Terminal Reality,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,BlowOut,58,12,6.2,5,1,0.0,3,0
7101,NFL Blitz Pro,Midway,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,NFL Blitz Pro,73,20,8.5,14,1,0.0,3,1
7102,MySims Party,EA Games,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0.0,0.02,0.23,MySims Party,56,16,0.0,0,1,0.79,3,1
7103,TRON: Evolution - Battle Grids,n-Space,Wii,2010,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,TRON: Evolution - Battle Grids,59,9,8.4,5,1,0.94,3,1
7105,Hooked! Real Motion Fishing,SIMS,Wii,2007,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,Hooked! Real Motion Fishing,2,2,3.3,4,1,0.0,1,0
7106,Pocket Fighter,MagicBone,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,Pocket Fighter,0,4,0.0,0,1,0.96,1,0
7107,Bicycle Casino 2005,Leaping Lizard Software Inc.,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23,Bicycle Casino,49,8,4.8,4,1,0.0,2,0
7108,Valhalla Knights 2,K2,PSP,2008,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,Valhalla Knights 2,50,13,5.8,15,1,0.84,2,1
7110,Disgaea: Afternoon of Darkness,Nippon Ichi Software,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,Disgaea: Afternoon of Darkness,87,37,8.7,76,1,0.91,4,1
7111,Ratchet & Clank: Full Frontal Assault,Insomniac Games,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.02,0.23,Ratchet & Clank: Full Frontal Assault,64,52,7.2,142,1,0.86,3,1
7112,NCAA Football 09,EA Tiburon,PSP,2008,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,NCAA Football 09,81,20,7.2,26,1,0.95,4,1
7113,Family Party: 30 Great Games Winter Fun,Tamsoft,Wii,2010,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.23,Family Party: 30 Great Games Winter Fun,1,3,0.0,0,1,0.0,1,0
7114,NCAA GameBreaker 2004,989 Sports,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,NCAA GameBreaker 2004,61,15,0.0,0,1,0.0,3,1
7115,101-in-1 Party Megamix Wii,Nordcurrent,Wii,2009,Misc,Nordcurrent,0.19,0.01,0.0,0.02,0.23,101-in-1 Party Megamix,2,2,0.0,0,1,0.0,1,0
7116,The Polar Express,Blue Tongue,PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,The Polar Express,39,10,5.9,14,1,0.0,2,0
7117,Dinosaur King,Climax Entertainment,DS,2007,Strategy,Sega,0.2,0.0,0.0,0.02,0.23,Dinosaur King,61,13,8.3,13,1,0.0,3,0
7118,Buzz! Junior: RoboJam,Cohort Studios,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,Buzz! Junior: RoboJam,62,10,0.0,0,1,0.93,3,1
7119,Child of Eden,Q Entertainment,PS3,2011,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23,Child of Eden,84,81,7.9,95,1,0.83,4,0
7120,All Star Karate,THQ,Wii,2010,Action,THQ,0.14,0.07,0.0,0.02,0.23,All Star Karate,46,4,0.0,0,1,0.0,2,0
7123,NBA ShootOut 2003,SCEA,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,NBA ShootOut 2003,62,22,5.9,8,1,0.0,3,1
7124,The Magic School Bus: Oceans,CokeM Interactive,DS,2011,Adventure,Scholastic Inc.,0.21,0.0,0.0,0.01,0.23,The Magic School Bus: Oceans,1,3,0.0,0,1,0.0,1,0
7126,Senran Kagura: Estival Versus,Marvelous Inc.,PSV,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23,Senran Kagura: Estival Versus,67,25,7.8,165,1,0.95,3,1
7127,Digimon World DS (JP sales),Bec,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,Digimon World DS,71,8,7.8,45,1,0.0,3,0
7128,NHL FaceOff 2003,989 Sports,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,NHL FaceOff 2003,55,20,0.0,0,1,0.0,3,1
7129,Jersey Devil,not found,PS,1997,Platform,Ocean,0.13,0.09,0.0,0.01,0.23,Jersey Devil,72,7,8.4,9,1,0.0,3,0
7130,Rogue Ops,Bits Studios,PS2,2003,Action,Kemco,0.11,0.09,0.0,0.03,0.23,Rogue Ops,61,26,8.5,8,1,0.91,3,0
7133,Cars 2,Avalanche Software,3DS,2011,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,Cars 2: The Video Game,72,35,7.5,27,1,0.0,3,0
7135,Spec Ops: The Line,Yager,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,Spec Ops: The Line,76,16,8.2,1694,1,0.97,4,1
7136,Legion: The Legend of Excalibur,7 Studios,PS2,2002,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,Legion: The Legend of Excalibur,51,21,6.5,6,1,0.92,3,0
